m,f
352,388
210,221
119,106
62,54
24,28
41,44
9,15
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,6
31,33
46,44
16,26
10,7
20,17
30,26
24,9
76,92
36,36
18,21
71,73
124,146
104,95
15,28
44,45
21,20
1,11
4,1
69,75
13,19
35,42
20,28
14,13
3,3
0,0
1,4
