0,1,2,3,4
7,5,4,1,0
15,19,8,2,1
14,12,5,3,1
4,0,1,3,1
8,8,6,2,0
3,4,5,0,0
7,4,6,1,0
1,2,2,0,0
0,1,1,0,0
0,0,0,0,0
0,0,1,0,0
5,1,4,1,0
1,2,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,1,0
0,0,1,0,1
3,1,0,0,0
4,2,2,0,0
11,7,4,2,0
6,3,2,0,0
6,8,4,3,1
14,8,5,1,1
4,0,0,0,0
5,3,2,2,0
5,2,2,1,0
3,3,1,0,1
1,0,0,0,0
0,1,2,0,0
4,5,2,1,0
3,0,1,2,0
1,3,1,0,0
1,1,1,1,1
0,0,0,0,0
0,0,0,0,0
