m,f
561,542
192,195
96,112
26,31
8,10
3,7
1,0
2,0
0,1
4,5
1,4
3,4
3,3
1,1
3,6
0,1
6,4
17,32
116,112
137,145
108,95
76,89
39,55
44,34
25,26
9,15
4,6
1,1
5,4
3,4
1,7
0,1
4,2
1,3
34,58
7,9
30,41
76,87
75,103
117,124
93,99
32,39
57,56
32,35
15,16
2,1
1,3
3,2
1,5
1,0
3,7
1,3
