0,1,2,3,4
2,2,4,1,0
15,14,8,3,2
44,29,16,8,4
8,12,3,2,0
6,4,1,2,2
4,0,0,1,0
4,7,1,1,0
5,3,5,3,0
8,9,5,1,0
1,0,1,1,0
1,0,0,0,0
2,0,0,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,0,0,0,0
0,0,0,0,0
4,5,2,2,0
7,6,3,1,1
1,2,0,0,0
1,0,0,0,0
1,0,0,0,0
3,3,3,0,0
2,1,1,0,0
6,6,2,1,1
6,6,2,3,2
6,2,2,0,0
1,0,1,0,0
0,0,0,0,0
1,1,0,0,0
2,4,3,1,1
11,3,4,3,2
5,4,8,1,1
9,3,1,1,0
3,0,3,3,0
5,9,4,3,1
3,3,3,1,0
1,1,1,3,0
6,2,1,1,0
6,3,1,1,2
1,1,0,1,0
0,0,0,0,0
