0
0
0
0
0
5
20
107
107
116
190
53
55
5
2
9
1
49
43
261
152
17
5
4
2
72
34
9
1
37
68
48
131
80
95
55
14
7
9
0
3
3
27
3
6
26
80
50
29
38
38
41
54
