0,1,2,3,4,5,6,7,8,9
44,50,68,167,148,54,71,43,21,20
10,30,35,77,83,23,38,28,16,9
8,29,15,66,46,17,32,15,12,4
7,14,18,25,40,14,21,12,6,8
17,30,28,70,61,28,41,26,7,10
4,12,4,20,25,4,6,7,3,2
5,10,7,17,14,4,8,4,1,2
0,2,1,2,1,0,1,0,0,0
0,1,0,1,0,0,1,0,0,0
0,2,0,2,0,1,1,0,1,0
0,0,1,1,1,0,0,1,0,0
0,0,0,1,1,0,0,0,0,0
1,1,0,1,3,1,0,1,2,0
0,0,0,0,2,2,0,0,0,0
0,2,0,0,2,0,0,1,0,0
1,0,0,0,2,1,0,1,0,0
1,0,1,4,2,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0
0,1,0,2,1,0,1,3,1,0
0,0,0,1,0,0,0,0,0,0
0,1,0,2,0,2,1,0,0,0
1,2,2,0,1,0,1,1,0,0
0,0,1,1,0,3,0,0,0,0
1,0,1,0,0,1,0,0,0,1
1,1,2,2,2,0,2,0,0,0
0,0,0,0,0,0,1,0,0,0
1,0,4,4,3,3,2,0,1,0
0,3,2,13,7,2,6,0,1,0
0,0,1,2,0,1,2,0,0,0
1,0,2,5,4,1,0,3,0,1
2,9,14,21,22,12,17,4,1,0
5,9,6,18,14,11,7,5,4,1
19,37,32,83,62,33,28,20,9,8
17,34,29,92,82,12,31,26,7,4
5,10,10,30,24,4,10,7,5,2
7,7,4,21,17,2,13,8,2,0
7,7,6,9,15,8,5,8,2,1
3,2,5,9,6,4,3,4,1,0
1,1,1,6,4,3,2,2,1,0
10,8,14,30,27,6,13,8,0,2
4,14,3,13,23,8,15,5,1,1
0,3,0,5,6,2,0,0,0,1
1,2,4,12,8,3,1,3,1,1
1,2,3,4,8,0,3,2,2,0
7,9,14,21,29,10,12,9,2,0
2,0,1,7,3,2,1,3,0,0
0,2,1,8,9,6,9,2,2,1
2,4,6,7,15,5,4,3,3,3
0,0,2,4,4,0,0,3,0,0
0,3,6,9,2,4,2,3,0,0
1,8,1,7,9,3,4,3,2,0
0,0,0,0,1,0,0,0,1,0
