m,f
344,368
217,266
55,49
135,119
65,65
94,84
16,19
8,5
7,6
1,5
2,2
3,1
3,5
8,2
0,1
1,4
4,2
1,0
1,3
2,6
0,0
0,0
6,3
1,0
8,7
68,62
89,89
1,4
4,1
4,5
3,6
9,18
44,56
11,7
54,40
81,92
9,6
30,37
52,49
68,89
68,71
35,54
63,52
17,14
49,52
24,24
59,57
25,23
9,2
5,11
14,20
9,7
