0,1,2,3,4,5,6,7,8,9,10
294,170,1,91,87,81,85,92,0,1,0
0,26,1,55,50,0,40,33,3,88,57
0,0,0,0,3,1,1,0,0,33,38
0,0,1,0,0,45,0,0,0,0,6
0,0,1,1,0,0,0,0,0,0,0
0,0,113,0,0,4,0,0,89,0,1
0,0,45,0,0,0,0,0,36,0,0
0,0,2,0,0,0,0,0,3,0,0
1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0
0,8,0,3,0,0,4,0,0,0,0
1,17,0,38,1,0,13,0,0,0,1
0,52,0,81,0,0,0,0,0,0,9
0,83,0,20,6,0,43,0,0,0,39
0,0,0,2,0,0,50,0,0,0,0
0,30,0,0,50,0,1,0,0,0,0
0,0,0,2,55,0,0,0,0,0,0
0,0,0,0,13,0,1,0,0,0,0
0,1,0,0,0,0,2,0,0,0,0
0,0,1,0,2,4,16,0,0,0,39
0,0,0,0,1,0,0,0,0,0,0
0,0,18,0,0,14,1,0,4,0,13
0,0,0,1,1,0,0,0,1,0,0
0,0,76,1,0,27,0,0,50,0,2
0,0,1,0,0,0,0,0,0,0,0
0,0,58,0,0,46,0,0,51,0,0
0,0,17,0,0,30,0,0,12,1,0
0,0,1,2,0,0,0,0,0,0,0
0,1,0,0,0,5,0,0,2,0,0
0,3,0,5,0,0,1,0,0,0,1
0,9,0,51,0,0,0,0,0,0,0
0,48,0,61,0,0,0,0,0,0,0
0,93,0,20,0,0,0,0,0,4,0
0,0,0,0,1,0,0,0,0,40,0
0,0,0,1,11,0,0,0,0,60,0
0,16,0,2,50,0,0,0,0,15,0
0,2,0,1,44,0,0,0,0,4,0
0,1,0,0,12,0,0,0,0,4,0
0,1,1,0,0,0,0,0,0,4,0
0,0,0,0,6,1,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,1
0,0,0,0,0,0,0,0,0,2,0
0,0,1,0,0,0,48,0,0,0,4
0,0,0,2,1,0,1,0,0,0,0
0,0,1,1,0,0,59,0,0,0,17
