0,1,2,3,4,5,6,7,8,9
86,155,158,389,358,130,184,124,59,48
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,4,0,3,0,0,0
8,21,14,39,21,11,15,10,1,3
1,0,1,1,1,0,2,0,0,0
0,0,0,0,0,0,0,4,0,0
0,0,0,0,1,0,0,1,0,0
1,7,4,8,12,2,6,0,1,0
3,12,11,17,13,8,10,8,2,2
20,28,32,88,69,27,31,20,10,6
6,8,10,31,18,13,16,4,5,2
5,8,8,12,10,3,2,1,1,0
6,5,2,14,12,1,5,3,2,1
1,4,2,14,7,4,12,4,0,0
10,20,19,43,39,12,15,10,3,3
2,5,8,18,13,4,11,4,1,1
2,2,2,8,6,2,2,3,0,0
4,8,8,18,21,9,8,4,2,2
5,13,12,33,38,9,17,7,7,3
1,2,2,12,7,1,1,2,3,2
1,1,2,2,5,2,1,1,0,1
7,7,11,20,32,6,6,8,1,1
1,1,3,5,3,1,2,1,0,0
0,1,1,0,0,0,2,0,0,0
2,3,2,2,4,3,5,1,1,2
0,0,0,2,1,1,0,0,0,0
2,5,7,14,11,4,9,2,1,2
1,1,2,2,3,1,1,0,0,0
3,9,7,13,16,5,9,7,2,1
0,1,4,1,5,0,2,1,2,2
1,0,0,2,1,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0
