0,1,2,3,4
793,537,245,72,21
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
95,52,19,7,0
113,76,33,8,1
96,47,24,6,0
94,56,33,5,0
63,54,13,6,1
28,20,4,2,2
26,22,10,2,1
3,3,2,0,0
1,2,0,0,0
5,1,2,1,0
5,5,0,0,0
1,2,0,0,0
23,16,10,2,0
20,8,7,4,0
8,0,5,1,0
4,0,1,0,0
2,0,0,0,0
2,0,0,0,0
2,0,1,1,0
11,8,0,1,0
48,23,6,5,0
93,59,18,7,0
131,83,37,4,0
15,5,1,0,0
119,67,30,5,0
31,17,11,2,2
26,19,9,0,0
7,5,2,1,0
11,6,4,1,0
8,11,4,1,0
20,9,10,5,1
80,46,31,6,1
158,128,53,11,1
12,19,11,2,0
12,6,4,0,0
17,8,8,4,0
