m,f
229,260
166,197
54,77
176,165
19,16
57,76
31,34
4,5
3,5
1,1
36,35
1,2
3,1
5,7
3,3
3,5
11,16
2,1
5,4
0,0
4,10
38,43
73,92
75,85
48,50
32,34
17,19
32,44
53,63
38,33
10,11
49,50
7,8
6,9
2,3
4,1
0,2
1,1
2,1
4,2
8,8
13,15
30,22
24,38
25,36
22,28
66,76
77,63
16,28
45,54
37,53
43,45
