0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,2,2,0,1
70,37,21,4,1
12,6,3,0,0
6,5,1,0,0
60,54,15,5,0
32,15,8,2,0
29,17,15,2,1
20,14,6,5,1
7,5,7,0,1
53,27,20,6,0
39,19,17,5,0
10,3,1,0,0
1,5,2,1,0
6,2,1,0,0
1,2,0,0,0
6,2,1,0,0
1,0,0,0,0
1,2,0,0,0
2,1,1,0,0
1,0,0,0,0
0,0,0,0,0
4,0,0,0,0
1,1,0,0,0
20,8,4,3,0
3,1,0,1,0
3,1,2,0,0
2,2,1,0,0
7,1,1,0,0
5,1,1,0,0
3,2,0,0,1
9,2,0,4,0
30,15,12,1,1
32,25,17,5,0
35,20,7,4,0
8,2,2,1,0
7,2,2,0,0
3,0,0,0,0
5,1,0,1,0
5,2,0,0,0
3,2,0,1,0
3,2,1,0,0
4,4,1,1,0
2,0,0,0,0
1,0,1,0,0
2,0,1,0,0
0,2,0,0,0
1,0,1,0,0
