0,1,2,3,4
210,137,63,14,2
127,94,46,9,1
312,199,86,20,4
84,40,23,12,0
33,21,8,4,0
43,22,10,2,0
9,5,0,0,0
21,5,1,4,0
6,4,2,1,0
3,0,0,0,0
5,2,1,0,0
2,0,1,0,0
3,2,2,1,0
1,4,1,0,0
1,1,1,0,0
6,2,1,0,0
5,2,1,1,0
4,0,0,0,0
3,2,1,0,0
3,1,0,0,0
1,0,0,0,0
5,2,0,0,0
3,1,1,0,0
0,0,1,0,0
3,3,1,0,0
2,1,0,0,0
4,3,2,0,0
8,6,1,1,0
32,22,6,2,0
6,2,0,0,0
32,22,10,4,0
5,4,2,0,0
42,20,4,3,0
10,3,2,1,0
3,6,3,0,0
18,13,5,2,0
12,5,3,1,0
15,7,6,3,0
53,54,9,4,0
93,39,18,6,0
89,69,27,6,0
35,22,13,1,0
66,36,25,6,1
66,34,21,3,0
89,52,23,1,1
89,60,27,7,0
38,11,10,2,0
8,3,2,0,0
11,5,4,2,0
3,0,0,0,0
1,2,1,0,0
2,2,1,0,0
