0,1,2,3,4
9,5,2,2,1
24,14,8,3,3
28,27,17,7,4
17,11,4,3,1
12,15,6,3,1
7,3,1,0,0
1,0,0,0,0
2,1,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,2,0,0,0
2,2,1,1,1
1,2,1,1,1
1,2,0,0,1
0,0,0,0,0
5,2,6,1,1
5,3,2,2,1
11,7,1,3,0
7,7,3,1,0
6,2,2,0,1
5,1,0,1,1
6,6,2,1,2
4,3,1,1,0
0,3,2,1,0
5,4,4,0,0
1,1,1,0,0
12,10,5,4,0
3,4,3,0,0
2,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,3,1,0,0
2,3,1,0,0
1,2,0,1,0
1,0,1,2,0
0,0,1,0,0
2,2,1,0,0
4,2,0,0,0
3,2,1,1,0
3,1,1,0,0
4,5,2,0,0
2,0,3,2,0
2,3,1,1,0
5,1,0,1,1
