0,1,2,3,4
217,170,74,20,6
261,162,72,22,4
167,99,48,14,6
24,17,9,0,0
134,73,37,20,5
14,19,8,1,1
2,1,1,0,0
0,2,0,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
31,9,3,1,1
39,33,11,2,1
38,25,9,1,0
1,0,0,0,0
72,26,11,6,0
10,10,6,1,0
1,0,1,0,0
0,0,0,1,0
15,12,11,3,0
3,2,0,0,0
40,20,10,2,0
52,34,17,1,0
87,61,22,4,0
59,44,19,6,0
48,28,11,4,1
82,49,35,5,4
38,34,11,3,0
29,16,9,3,0
39,24,9,5,1
5,3,1,1,1
1,1,1,0,0
7,2,2,0,0
64,44,19,4,1
4,3,2,0,0
73,60,30,6,2
3,1,0,0,0
1,0,0,0,0
