0,1,2,3,4
367,253,135,32,8
192,125,39,17,4
54,30,14,3,2
102,61,35,8,4
17,13,2,3,0
61,46,21,4,2
15,7,4,0,0
34,27,8,0,1
39,31,12,6,1
11,6,2,4,0
10,3,5,2,1
6,3,1,0,0
4,3,1,1,0
1,0,1,0,0
3,3,0,1,0
6,2,1,0,0
3,2,1,0,0
4,1,1,0,0
28,18,13,7,1
1,2,2,1,0
3,4,1,0,0
2,0,0,1,0
5,3,2,0,0
7,8,6,0,0
28,33,10,4,0
50,44,23,1,3
41,25,14,6,2
27,26,10,3,0
18,10,3,2,0
13,6,5,0,1
4,2,2,0,0
31,13,7,4,0
4,3,1,0,0
5,0,1,0,0
5,3,3,0,0
25,22,11,2,1
4,0,1,0,0
1,3,2,0,0
5,3,1,0,0
25,18,5,1,0
50,29,7,2,2
24,12,3,3,1
2,4,0,0,0
3,4,3,0,0
9,3,4,0,0
18,12,8,3,0
41,39,13,1,0
10,17,1,1,1
4,4,4,1,0
2,3,1,0,0
16,10,12,2,0
3,4,1,0,0
