0,1,2,3,4
391,249,121,31,5
227,157,73,18,5
76,44,18,11,0
28,10,8,1,0
5,4,1,0,0
91,54,21,3,0
7,8,1,3,0
18,8,5,2,0
6,2,1,0,0
4,2,1,0,0
1,0,2,0,0
0,0,1,0,0
2,1,1,0,0
3,0,0,0,0
4,4,2,0,0
0,1,0,0,0
2,0,1,0,0
5,3,2,0,0
22,23,7,2,0
62,34,18,3,1
38,24,7,4,0
18,8,3,2,0
14,13,8,2,0
42,32,8,3,0
41,30,18,3,0
32,10,7,1,0
4,6,2,0,0
30,18,7,3,2
16,5,7,2,0
6,4,2,0,1
72,40,8,4,0
4,5,2,0,0
73,29,8,4,1
13,12,1,3,0
4,5,0,0,0
43,18,8,3,0
52,26,16,3,1
0,2,1,0,0
13,3,3,0,0
12,7,5,0,0
28,19,7,2,1
12,15,6,1,0
52,29,14,1,0
50,34,15,3,0
38,24,13,4,1
35,21,15,5,0
2,3,3,1,0
13,4,4,0,0
1,0,3,1,0
16,14,5,3,0
3,1,1,0,0
17,10,6,1,0
