0,1,2,3,4
812,538,249,73,19
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
21,19,6,4,0
52,44,16,5,1
50,29,8,5,0
79,48,17,4,3
51,24,9,5,0
6,8,1,2,0
5,0,0,0,0
0,0,0,1,0
4,0,0,0,0
1,0,0,0,0
6,4,0,2,0
33,23,13,4,2
116,49,28,5,0
10,9,3,1,0
18,11,5,3,0
91,46,28,1,3
39,31,14,3,1
2,5,3,1,0
4,8,2,0,0
15,21,8,4,0
33,20,9,1,0
36,16,6,4,0
3,0,1,0,0
25,21,7,1,0
3,1,3,0,0
38,25,2,1,1
45,19,6,2,1
7,6,0,1,0
8,5,3,0,0
16,13,8,3,0
40,24,9,4,0
12,4,2,1,0
12,2,4,1,0
3,1,1,1,0
2,3,1,2,0
31,13,7,0,0
