0,1,2,3,4,5,6,7,8,9,10
264,25,11,65,18,54,18,15,60,18,8
8,0,0,72,0,6,1,0,6,63,25
6,2,3,13,0,7,0,0,4,43,52
2,116,1,2,2,53,0,56,44,0,2
15,6,0,0,58,0,41,5,8,1,3
0,39,1,1,55,1,4,1,0,1,16
1,0,0,1,0,1,6,1,0,0,1
0,0,0,0,0,1,5,1,0,2,0
0,1,0,0,0,0,0,2,0,0,1
0,2,0,0,2,0,0,2,0,0,0
0,1,0,2,2,1,0,2,0,0,0
0,0,1,2,0,0,2,1,0,0,1
0,0,0,1,1,0,1,1,0,0,2
2,0,1,3,1,0,1,2,0,0,1
0,0,0,1,0,1,1,1,0,1,0
0,2,0,3,0,0,4,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,2,3,0,1,0,1
0,1,1,2,2,2,0,1,1,0,0
0,0,1,2,1,0,1,4,1,2,1
0,0,1,15,0,0,0,1,0,13,1
1,0,2,47,1,2,2,1,0,40,11
0,0,0,57,0,1,0,0,1,40,24
0,0,0,17,2,0,0,0,0,3,1
0,0,1,1,1,0,1,1,1,8,27
1,0,4,0,0,0,1,1,0,2,23
0,0,0,0,0,1,0,1,0,1,12
0,0,1,2,1,1,1,2,0,3,2
2,1,0,2,1,0,0,0,1,0,2
1,1,119,1,0,4,34,1,1,0,0
0,2,4,3,0,1,1,2,0,1,1
0,1,4,2,0,2,0,2,0,0,0
0,0,17,5,0,0,0,1,1,0,2
0,0,0,3,0,1,3,3,0,0,0
2,3,0,5,1,0,1,0,0,0,1
0,0,0,2,2,0,1,1,1,0,0
0,0,0,1,0,0,1,0,1,0,1
0,1,0,0,0,0,0,0,0,1,0
0,0,1,3,1,1,0,32,0,0,0
0,1,0,3,0,0,1,0,0,1,0
0,1,0,27,0,0,2,0,1,0,1
1,0,0,72,0,1,1,2,2,0,6
0,0,0,26,0,0,0,0,0,0,17
0,0,0,0,0,0,0,0,0,0,33
0,0,0,0,0,0,1,0,0,0,23
0,13,1,2,0,0,0,1,0,1,9
0,69,0,2,1,0,0,1,0,0,2
0,83,1,3,1,0,0,0,1,1,1
0,8,2,2,15,1,0,0,5,1,2
0,2,0,0,32,0,0,0,36,0,0
0,0,0,1,2,2,1,0,8,1,0
1,2,1,0,25,6,0,0,46,0,0
