m,f
176,211
142,159
256,251
85,115
57,53
23,24
54,70
5,3
4,4
3,1
6,3
2,2
7,3
2,0
5,3
1,5
4,0
1,1
3,1
5,2
2,4
2,0
4,4
3,0
5,4
2,7
3,4
0,0
3,4
5,3
25,32
16,17
22,35
66,79
45,51
41,49
53,75
67,73
18,11
16,18
51,51
57,64
34,44
38,41
26,30
47,55
12,39
32,34
35,34
39,24
6,9
5,3
