0
788
375
49
9
137
9
33
4
4
7
2
1
2
5
2
5
8
28
101
218
242
154
218
21
56
73
53
23
14
26
50
37
24
13
7
65
35
60
84
105
52
15
13
118
42
31
12
1
61
188
88
105
