0,1,2,3,4
37,15,11,1,3
27,27,13,7,3
12,20,8,6,5
12,8,7,4,1
3,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,1,0
2,6,1,0,0
3,3,2,1,0
11,8,3,2,1
7,3,1,1,0
16,5,0,4,0
5,3,2,3,0
1,0,0,1,1
0,1,1,0,1
3,2,5,3,0
5,2,2,2,1
2,2,0,0,0
3,3,0,0,1
3,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
5,1,2,1,0
7,4,3,0,2
10,6,0,0,0
0,0,0,0,0
11,10,5,2,1
4,5,1,2,0
4,4,2,0,0
1,4,0,0,0
19,11,10,3,0
11,10,4,2,0
4,2,2,3,1
3,4,2,2,0
0,2,0,0,0
