m,f
832,864
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,3
40,52
199,232
46,47
106,106
7,6
1,2
3,3
0,1
20,17
5,3
1,2
1,3
1,0
1,1
4,1
2,1
1,2
3,5
4,4
73,73
49,56
1,2
21,20
65,71
33,40
1,1
20,32
5,2
28,34
14,29
2,2
9,5
0,3
11,17
