0,1,2,3,4
263,181,68,15,6
209,126,55,27,3
38,24,14,2,2
86,58,32,6,4
197,128,69,17,4
37,25,8,4,1
8,1,0,0,0
30,28,9,5,1
8,7,1,0,0
1,2,1,0,0
6,2,1,1,0
4,2,1,0,0
3,0,1,0,1
2,3,1,0,0
5,2,1,1,0
2,3,0,0,0
12,5,0,0,0
61,26,17,1,0
97,53,17,4,3
27,14,7,3,0
20,12,4,4,0
47,28,8,2,2
92,52,27,8,2
55,44,15,11,2
30,23,17,1,0
40,21,16,4,1
82,61,30,6,1
51,25,16,2,0
10,5,0,0,0
32,16,8,2,1
24,12,7,5,1
12,10,3,0,0
4,7,4,0,0
4,5,1,0,0
6,2,2,1,0
9,4,4,2,0
65,32,8,1,0
81,40,21,5,1
32,15,6,1,1
12,4,1,0,0
9,7,4,0,0
54,24,8,1,0
54,34,15,6,1
58,26,10,6,1
16,18,4,1,1
21,8,7,4,0
47,35,19,0,1
63,32,17,4,0
20,20,4,2,0
16,9,3,0,0
8,6,0,0,0
9,5,5,0,0
