0,1,2,3,4,5,6,7,8,9,10
43,157,112,17,15,94,86,19,93,58,45
0,59,67,75,60,8,10,59,46,66,6
274,0,0,8,7,47,5,63,1,13,52
8,0,1,7,3,1,3,0,0,0,14
5,1,1,6,60,0,43,4,0,1,2
15,0,2,3,7,0,0,2,0,0,0
0,2,1,52,1,0,0,0,4,1,0
0,0,0,1,0,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0
3,0,1,0,0,1,1,0,1,1,0
1,0,0,1,0,2,0,0,0,2,1
0,0,0,1,2,0,3,1,0,2,0
0,2,1,0,1,1,0,0,0,0,2
1,0,1,2,1,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,1,0,0,1,1
0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,1,0,0,0,0
1,0,2,4,0,0,0,0,1,0,1
0,2,0,2,0,1,0,2,1,0,0
0,1,0,0,0,0,0,0,0,2,0
0,3,1,0,0,1,0,3,2,0,0
0,46,3,3,1,1,0,15,0,0,3
0,64,0,0,1,0,0,4,2,4,0
2,65,1,1,2,0,0,1,0,0,0
0,3,2,0,0,0,0,57,0,0,0
0,10,13,1,0,3,0,44,1,0,0
0,0,70,0,0,0,0,3,0,1,8
0,0,7,0,0,11,0,0,1,0,0
1,1,3,1,1,46,0,2,1,3,2
9,1,6,7,0,3,0,0,0,21,41
5,2,2,43,0,7,0,0,15,50,43
169,0,1,78,0,46,0,0,65,39,4
109,0,3,5,0,1,0,0,43,0,1
3,1,50,14,1,2,1,1,2,11,0
10,1,2,2,3,1,6,3,1,2,1
0,0,3,2,2,1,37,1,0,0,1
1,0,1,1,1,9,2,1,0,2,11
0,1,2,3,30,1,53,1,1,1,1
0,0,0,1,66,0,36,0,0,0,2
0,0,1,3,35,2,0,1,1,1,0
0,0,0,1,1,2,2,1,0,1,1
1,0,0,2,0,0,2,0,0,0,1
0,0,0,3,7,0,0,0,1,3,1
0,0,1,1,0,0,3,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0
1,0,1,0,0,1,1,1,0,1,0
0,0,0,1,1,0,1,2,0,0,2
