0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,6,7,11,14,8,5,3,0,1
2,4,7,21,17,7,12,3,4,2
2,0,1,4,4,0,1,1,0,0
7,11,10,26,26,7,12,8,5,1
8,12,21,41,44,14,17,12,4,1
8,4,7,20,22,3,11,6,2,2
6,8,8,27,21,11,9,11,3,1
15,24,34,61,52,10,18,14,3,5
13,40,31,81,63,19,43,21,6,8
2,8,3,9,14,7,6,7,1,3
0,3,1,3,4,0,3,1,0,0
1,0,1,2,0,1,2,1,1,1
0,0,0,3,0,0,2,2,0,0
0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,0,1
2,6,4,10,8,3,1,1,1,1
2,4,2,7,5,1,1,1,1,1
1,0,1,4,4,2,4,0,1,0
1,3,3,8,6,0,5,3,3,1
16,27,25,61,58,27,21,22,7,8
2,4,7,8,13,6,4,1,0,0
0,0,2,6,2,2,2,0,0,1
0,0,0,1,2,0,1,0,0,0
1,2,3,6,7,2,2,1,0,0
5,1,8,13,12,3,6,3,0,0
2,5,6,7,12,3,5,3,1,0
1,1,2,4,2,1,3,2,0,0
0,1,0,4,1,1,1,0,0,0
0,1,1,1,4,4,0,0,1,0
0,0,1,1,2,0,0,0,0,0
3,1,1,11,8,4,3,3,1,0
8,8,13,29,27,8,8,6,2,1
4,10,13,16,13,5,15,2,0,0
0,1,0,4,3,1,1,0,0,1
0,0,0,0,3,1,0,0,0,0
1,6,1,8,5,3,3,3,2,0
1,4,7,13,5,4,5,3,1,0
4,5,7,12,14,2,4,2,1,0
5,6,14,11,21,6,9,5,2,1
11,25,24,59,50,16,24,9,5,7
7,30,18,58,51,9,23,12,0,1
1,0,1,1,0,0,1,0,0,0
4,7,2,11,9,3,3,2,2,0
0,0,0,3,0,1,2,1,0,0
1,0,1,2,0,2,4,1,1,1
0,1,5,3,6,1,4,2,0,0
6,5,5,17,14,3,2,1,0,0
5,5,8,7,9,4,3,8,1,1
