m,f
10,9
26,8
23,13
36,13
6,8
1,0
8,3
1,0
0,0
0,0
0,3
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,3
11,9
8,8
5,1
8,5
7,6
0,1
7,0
3,5
1,1
10,8
2,0
4,3
3,2
0,0
0,0
0,0
0,0
0,0
1,2
3,0
8,3
4,9
11,1
3,1
5,5
2,0
4,1
7,5
1,0
5,5
7,3
4,4
