m,f
489,515
47,51
226,253
15,27
31,25
4,7
3,2
1,6
2,1
0,0
2,5
3,3
1,4
1,0
5,3
3,6
5,4
3,6
90,81
83,107
136,173
158,157
75,93
71,66
40,40
27,36
5,6
12,20
1,5
12,14
2,3
6,5
2,9
9,2
6,3
4,5
4,5
42,45
49,39
101,123
65,88
74,94
53,80
35,27
64,103
12,24
67,70
14,23
37,24
22,22
7,4
10,16
