0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
37,26,11,1,1
88,54,8,10,1
101,62,23,7,0
137,93,42,13,2
141,82,49,7,1
56,27,19,7,0
12,7,3,1,2
2,6,0,0,0
1,5,0,1,0
2,3,0,0,0
3,4,1,0,0
5,1,1,1,0
4,0,0,0,0
3,4,1,0,0
1,0,1,0,0
24,15,4,2,0
37,35,14,2,0
54,33,20,3,1
38,23,7,1,0
26,19,10,3,0
38,31,12,2,0
76,46,14,4,1
67,40,15,4,0
23,18,7,2,0
23,12,11,2,1
133,84,40,11,2
45,28,11,2,2
60,35,24,3,0
30,16,2,2,0
15,8,1,2,0
22,12,6,1,0
37,26,12,1,0
35,15,9,2,0
4,1,0,1,0
2,3,0,3,0
4,1,0,1,0
1,1,0,0,0
5,9,0,1,0
8,5,1,0,0
43,25,7,2,0
62,33,12,6,0
28,12,5,3,0
22,26,4,2,0
32,21,7,2,0
23,16,9,0,0
37,29,14,3,0
22,6,6,2,0
40,16,3,0,0
