0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
5,9,6,18,11,4,9,6,4,4
9,15,15,34,41,14,14,11,4,4
6,18,22,42,50,13,22,9,4,7
15,21,33,66,66,25,32,19,5,5
16,33,29,64,61,17,37,13,8,2
5,14,7,37,16,6,13,9,2,0
1,2,6,6,5,1,2,0,2,0
0,1,3,1,0,1,0,1,1,0
0,0,1,4,0,1,1,0,0,0
0,0,0,1,4,0,0,0,0,0
1,0,2,3,0,0,0,1,0,1
2,1,0,0,3,0,1,0,1,0
0,1,0,0,1,0,1,0,1,0
0,1,0,3,2,1,0,1,0,0
0,0,0,0,1,0,0,1,0,0
5,3,6,9,11,2,5,3,1,0
6,9,8,21,16,8,8,6,6,0
9,8,6,31,32,3,12,4,4,2
4,5,4,18,16,9,8,2,0,3
4,6,2,22,9,2,4,5,2,2
4,4,13,20,15,7,9,5,4,2
8,21,15,22,39,9,18,6,0,3
2,16,18,40,23,8,9,5,3,2
1,3,5,12,15,5,4,3,1,1
5,5,4,8,13,6,6,2,0,0
13,23,27,63,54,27,24,22,9,8
1,8,11,23,19,9,9,8,0,0
12,17,15,24,26,9,12,3,4,0
5,4,5,12,10,3,5,4,2,0
3,1,2,7,5,2,5,0,0,1
2,3,4,9,10,2,8,2,1,0
4,10,7,23,13,1,7,9,1,1
5,11,8,14,13,4,6,0,0,0
0,0,0,3,0,1,1,1,0,0
0,1,1,2,3,0,0,1,0,0
0,0,0,2,0,1,2,0,1,0
0,0,0,1,1,0,0,0,0,0
2,0,1,5,2,0,4,0,1,0
3,1,0,3,4,0,1,1,0,1
1,6,13,17,22,6,8,1,1,2
5,12,9,24,31,14,8,6,2,2
5,10,3,13,7,1,7,1,1,0
2,5,7,9,14,4,8,2,1,2
2,6,6,17,13,7,7,3,0,1
4,3,7,11,8,4,8,2,0,1
3,8,15,21,19,7,5,5,0,0
1,2,7,12,7,1,4,2,0,0
8,6,7,11,12,3,7,4,0,1
