m,f
23,18
6,5
67,49
1,4
5,9
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,2
1,4
34,19
8,8
30,16
7,5
10,5
4,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,2
3,1
1,0
1,2
1,0
11,13
6,5
22,13
10,7
11,12
11,6
3,4
5,4
2,3
0,1
3,2
0,0
0,0
1,0
