m,f
15,17
11,7
72,58
9,11
13,3
4,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,5
9,2
26,20
29,14
23,18
17,18
5,11
8,5
2,0
3,5
1,1
0,1
0,0
0,1
0,0
0,0
1,0
0,0
0,0
1,1
4,4
18,14
11,6
11,10
8,6
10,6
11,12
2,4
11,6
4,4
9,12
7,3
0,3
2,0
