0,1,2,3,4
301,215,82,22,3
116,69,36,9,4
111,69,33,7,1
134,71,31,9,1
78,52,34,6,2
31,20,5,1,1
5,0,1,0,0
28,17,13,4,0
5,1,0,0,1
32,23,4,1,0
2,2,1,0,0
1,1,1,1,0
0,0,0,1,0
1,2,0,0,0
2,0,2,1,0
3,3,1,0,0
5,0,3,1,0
4,2,0,1,0
9,4,2,0,0
17,16,3,0,0
83,38,13,4,0
58,37,13,4,2
34,26,5,5,1
65,21,6,5,0
67,35,21,2,0
34,16,9,3,0
11,5,2,0,0
14,5,5,1,0
27,17,4,2,0
25,26,9,1,1
25,15,6,0,0
79,66,23,4,0
38,18,6,3,0
2,0,1,0,0
25,23,3,2,0
5,3,2,1,0
22,20,4,1,1
10,7,2,0,0
9,8,6,1,0
33,21,8,3,1
13,17,4,1,0
24,22,8,1,0
37,21,8,2,0
52,34,10,3,1
50,26,11,3,0
42,16,5,2,0
58,27,11,4,0
44,21,8,2,1
26,9,7,1,1
60,36,15,5,0
25,15,14,0,0
7,5,2,2,0
