m,f
0,0
0,0
0,0
0,0
204,205
105,156
112,112
129,132
104,107
59,61
24,29
13,11
3,2
0,3
1,1
7,3
5,6
5,3
3,1
1,5
12,31
3,7
6,4
2,1
32,43
31,46
70,76
39,48
47,48
75,97
86,88
46,35
26,23
41,35
23,48
13,12
4,6
3,4
6,3
5,2
3,1
5,3
2,4
6,11
36,39
10,9
22,28
28,31
6,14
52,78
68,65
77,82
