m,f
437,469
161,149
168,193
22,24
7,9
30,26
2,8
2,2
2,3
0,4
0,2
3,1
4,4
3,4
1,0
1,0
3,3
10,7
2,1
24,23
47,31
60,60
89,125
77,77
58,64
43,50
68,65
31,38
5,6
4,8
3,1
3,2
2,4
1,0
1,0
6,4
1,0
7,2
14,12
27,24
67,85
58,49
41,49
12,16
28,30
71,80
53,81
11,14
35,35
20,18
19,12
8,3
