0,1,2,3,4,5,6,7,8,9
36,75,65,160,139,44,73,45,12,16
40,71,76,172,166,61,75,49,24,9
8,10,12,39,29,17,17,9,7,4
3,6,4,7,17,3,6,4,2,1
0,1,0,1,1,0,0,0,0,0
0,0,0,1,1,0,2,0,0,0
0,0,0,2,0,0,0,0,0,0
3,1,2,4,4,0,2,2,0,0
0,0,0,0,1,0,1,1,0,0
0,0,0,2,1,0,0,1,0,0
0,0,0,0,2,0,0,0,1,0
0,1,1,0,2,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,1,2,1,3,2,1,0,0
0,1,0,3,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0
3,1,1,14,16,1,3,2,1,0
2,0,0,1,3,1,1,0,0,1
10,15,10,34,18,9,9,7,0,1
10,29,28,55,51,12,20,14,2,1
7,15,20,57,34,17,20,12,3,3
8,17,9,18,35,6,13,7,2,1
2,8,12,14,15,6,8,3,0,1
3,10,14,27,27,6,12,7,4,2
1,1,0,4,8,1,3,1,2,1
6,8,5,11,13,2,4,2,0,1
4,1,3,6,11,5,3,1,1,1
3,2,3,8,12,4,4,1,1,1
0,5,5,13,12,7,6,2,2,0
2,5,3,6,7,2,6,4,1,0
0,2,4,5,3,2,2,0,0,0
0,1,1,0,0,0,0,0,0,0
0,0,0,3,3,1,0,1,0,1
0,1,0,0,0,1,1,0,0,0
1,1,0,1,1,1,1,0,1,0
0,1,0,1,1,1,0,0,0,0
0,2,6,4,0,1,3,1,1,0
6,15,14,21,24,2,13,4,0,0
14,21,16,52,40,15,17,10,1,2
7,27,16,47,26,11,18,10,1,1
5,4,7,14,16,3,3,5,0,0
4,9,10,33,21,2,6,3,4,0
3,3,5,10,10,1,9,6,1,2
3,1,5,6,8,4,5,0,0,0
8,9,8,18,23,6,8,1,1,2
2,7,9,18,28,10,3,5,1,0
4,5,7,16,21,7,10,3,1,0
1,4,6,6,7,5,4,1,0,0
0,1,0,6,3,0,2,2,0,0
0,0,0,2,7,1,1,0,0,0
1,1,0,1,4,0,0,1,2,1
0,2,0,3,1,4,0,1,0,0
