0,1,2,3,4,5,6,7,8,9
30,53,41,133,96,38,50,33,17,5
29,42,46,101,105,43,50,33,14,12
11,24,17,57,52,10,22,8,10,1
4,24,27,65,50,17,27,10,6,5
10,14,18,30,51,9,23,12,4,6
4,2,9,19,5,3,9,4,1,1
1,1,0,2,3,3,1,1,2,0
0,1,1,2,6,1,1,2,0,0
1,0,2,0,1,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0
0,0,0,3,2,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0
1,3,0,1,1,0,1,0,1,0
0,0,0,2,0,0,2,0,0,0
0,0,1,2,5,0,1,0,0,0
0,0,2,2,0,1,1,1,2,0
0,1,2,1,2,1,2,1,0,0
2,3,2,5,4,6,1,2,1,0
4,7,13,25,16,1,9,9,3,0
4,9,9,27,21,8,20,1,2,2
6,19,8,22,27,10,5,8,1,2
7,14,14,40,28,10,15,4,3,1
7,14,25,49,41,13,16,9,3,2
1,11,12,16,15,5,14,4,5,2
0,2,2,6,7,3,2,1,0,0
2,2,2,3,8,1,3,1,1,0
0,0,1,1,2,1,1,2,1,0
2,10,8,17,16,5,8,4,1,1
0,3,1,3,4,0,1,0,1,0
6,7,3,14,12,0,10,1,2,1
0,0,1,0,0,0,1,0,0,0
2,3,1,2,4,1,3,1,0,0
5,4,4,9,13,2,5,3,2,0
1,2,0,4,3,0,2,0,0,0
1,5,6,12,15,6,2,6,0,0
9,7,12,19,28,8,7,3,4,2
0,2,3,5,5,2,5,1,0,0
16,26,25,53,39,16,14,9,3,2
4,11,12,29,21,10,12,8,0,2
1,5,0,6,4,4,3,1,0,0
2,5,3,14,14,5,6,6,7,0
7,11,8,29,30,3,10,2,3,0
8,7,9,30,20,7,9,7,1,0
3,7,2,18,13,1,2,2,4,0
7,0,2,11,8,3,4,2,1,0
1,0,2,6,4,1,4,3,1,0
3,6,9,17,8,4,4,0,0,0
1,0,0,2,3,0,2,0,0,0
1,3,9,18,10,5,4,4,2,0
1,4,3,7,6,1,1,1,0,0
