m,f
9,10
9,4
62,52
6,8
9,3
3,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,5
5,3
18,15
22,11
21,15
12,10
4,11
5,5
0,0
2,4
0,1
0,1
0,0
0,1
0,0
0,0
1,0
0,0
0,1
2,0
2,4
19,12
10,6
5,8
8,7
8,3
9,11
1,3
9,7
2,1
8,12
4,2
0,3
2,1
