0,1,2,3,4
336,200,118,32,5
121,87,41,10,6
196,154,67,20,8
51,39,9,4,1
12,3,0,1,0
77,38,13,5,2
0,0,0,0,0
10,12,5,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7,2,1,1,0
42,23,3,1,0
28,20,9,1,1
8,8,3,1,0
58,19,15,2,1
82,51,24,10,1
92,58,25,8,1
18,13,7,1,0
46,30,14,4,4
1,1,2,0,0
69,37,5,3,0
0,0,1,1,0
47,32,10,3,1
0,0,0,0,0
10,11,2,1,0
25,18,7,0,0
0,0,0,0,1
32,16,10,2,1
19,13,1,0,1
30,14,5,1,0
8,7,1,1,0
13,16,7,1,0
2,1,0,0,0
9,6,0,1,0
37,20,10,1,0
108,60,25,7,0
138,102,45,15,2
47,37,22,4,0
40,11,8,1,0
31,20,8,1,0
17,7,7,1,0
15,10,0,0,0
22,21,8,3,1
21,10,6,2,0
9,11,4,3,0
