m,f
52,41
31,23
22,20
9,8
11,5
0,2
13,6
2,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,2
7,5
4,2
7,5
9,2
20,16
8,3
0,0
3,6
9,3
3,2
6,8
11,8
13,8
9,12
8,8
0,1
1,3
5,6
3,2
0,0
0,1
1,1
0,1
0,0
