0,1,2,3,4
336,193,93,17,6
228,171,61,18,3
107,75,28,13,3
60,37,14,9,0
24,13,5,0,0
4,2,0,1,1
49,30,23,5,0
1,6,0,0,0
3,1,0,0,0
4,2,4,1,0
8,3,0,0,0
2,0,2,0,0
4,2,0,0,0
2,0,1,0,0
2,3,4,0,0
4,4,0,0,0
4,4,3,0,0
13,6,2,1,0
19,13,4,2,0
98,52,18,8,1
119,71,32,3,0
94,55,26,7,0
49,26,15,4,1
35,21,12,2,0
23,10,4,2,0
3,7,2,1,0
4,2,1,0,0
14,5,1,1,0
12,5,4,0,0
57,30,16,4,1
47,36,9,7,1
7,3,1,1,0
5,4,2,0,0
2,2,0,0,0
0,3,2,0,0
5,5,2,0,1
4,7,4,1,0
12,8,2,1,0
41,30,8,3,1
25,14,9,0,0
95,41,10,5,0
58,46,19,5,0
75,38,19,6,1
47,28,9,2,0
22,9,7,3,0
11,13,5,1,0
6,2,1,2,1
6,2,0,1,1
5,4,0,0,0
2,1,0,0,0
5,4,1,0,0
0,1,1,0,0
