0,1,2,3,4,5,6,7,8,9,10
32,0,12,10,11,0,0,8,12,0,1
12,0,1,15,12,0,7,0,0,0,1
0,13,13,0,0,0,9,9,5,0,9
1,9,0,0,1,0,0,1,1,6,0
0,0,0,0,0,8,4,0,0,1,0
0,0,0,0,0,13,0,0,0,7,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,10,0,0,0,0,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0
0,7,1,0,0,0,0,0,0,0,0
1,0,4,0,2,0,0,0,0,0,0
7,0,1,0,0,0,0,6,0,0,0
24,0,12,0,0,0,1,7,2,0,5
2,0,2,0,8,0,5,2,4,0,8
0,0,3,0,1,0,0,1,7,0,0
0,0,0,1,8,0,4,0,0,0,3
0,0,0,0,0,0,1,0,0,0,0
0,0,0,6,2,0,4,1,0,0,0
0,0,0,0,0,0,1,0,1,0,0
0,0,0,8,0,5,0,1,1,0,0
0,0,0,0,0,5,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,1,0
