0,1,2,3,4
21,11,5,4,1
13,12,2,4,3
2,1,1,0,0
6,10,1,1,0
7,3,1,2,0
10,10,5,5,4
0,2,0,0,0
21,24,18,5,1
4,5,0,1,2
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,1,1,1
5,2,2,0,0
2,1,2,0,0
3,3,1,1,1
6,7,5,1,1
3,2,0,3,0
2,3,1,2,0
6,4,2,0,0
16,11,2,3,1
9,4,7,0,3
5,8,6,1,0
0,3,1,0,0
3,4,0,0,1
4,2,2,0,0
0,0,0,0,0
0,2,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,0,0,0
3,2,2,2,0
11,5,2,2,0
5,5,2,1,0
5,4,2,0,0
9,9,9,1,0
0,1,0,0,0
