m,f
597,646
29,32
156,173
10,13
17,8
3,2
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12,19
134,125
155,151
151,168
165,168
61,99
56,50
32,35
28,31
2,4
9,21
1,1
10,11
0,0
3,4
0,4
3,0
1,0
1,0
7,6
74,72
65,66
110,127
71,93
77,84
59,88
34,27
87,105
5,10
72,87
13,19
29,17
22,20
0,2
6,9
