0,1,2,3,4,5,6,7,8,9
15,39,30,82,66,27,28,33,7,9
28,42,46,80,76,32,30,27,9,9
12,21,27,63,47,17,26,20,4,4
9,15,12,47,33,15,23,10,4,2
8,10,10,44,33,13,19,10,8,2
13,16,17,54,67,17,29,9,6,5
3,5,2,10,8,0,5,1,2,1
0,1,1,5,5,0,0,0,0,0
3,8,11,14,13,6,6,2,4,2
0,0,0,2,1,1,0,0,0,0
0,1,1,2,1,1,1,2,0,0
1,1,1,1,2,1,2,0,0,0
1,0,0,2,1,0,2,0,0,0
0,0,0,0,2,0,1,1,0,0
1,1,2,0,0,0,0,0,1,0
1,1,0,3,0,0,0,0,0,1
1,0,0,1,1,1,0,0,0,0
0,0,0,1,1,0,1,0,1,0
0,0,0,3,2,0,1,0,0,0
2,1,0,0,2,0,3,0,0,1
0,2,1,2,4,0,0,1,1,0
1,2,1,5,8,1,2,1,0,1
3,6,7,20,15,5,4,5,1,0
3,2,6,8,15,6,3,1,0,0
1,1,0,1,2,1,5,1,1,0
2,3,0,3,4,1,1,1,0,1
2,17,12,20,22,14,10,5,0,1
6,17,16,39,29,11,18,12,2,0
10,9,19,42,34,9,18,11,1,2
4,2,4,9,12,2,4,2,0,1
22,24,24,53,43,22,15,11,5,5
0,3,0,6,8,1,5,2,0,0
9,10,13,38,25,9,10,7,3,2
11,14,9,24,28,7,12,6,3,1
0,2,1,4,5,2,2,0,0,0
0,1,4,5,5,2,3,1,0,1
0,1,2,3,3,2,1,0,1,0
0,4,0,1,0,1,2,0,0,0
0,1,1,3,2,0,0,0,0,0
1,0,0,2,0,0,0,0,0,1
0,0,2,2,3,1,0,1,0,0
1,1,0,3,4,0,0,2,0,0
1,1,1,2,2,2,3,3,0,1
3,0,2,9,1,0,6,2,0,1
5,7,4,10,16,8,5,2,0,0
6,11,9,12,17,6,5,5,1,1
2,5,3,7,9,0,5,3,1,0
5,18,15,31,28,6,13,14,4,1
6,16,11,35,29,7,14,6,1,1
0,4,4,8,10,4,4,2,0,1
3,3,10,13,9,10,4,1,0,1
3,5,6,14,9,2,9,0,0,0
