0,1,2,3,4
2,4,0,1,1
18,14,13,5,2
15,23,10,4,4
22,14,19,5,5
7,6,4,4,1
4,1,1,1,0
1,3,0,0,0
1,1,0,0,0
3,0,1,0,0
9,8,2,1,2
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0,0
0,0,1,0,0
3,2,0,0,0
7,1,1,1,0
4,2,0,0,0
1,1,0,0,0
8,8,3,3,0
4,0,1,2,0
1,4,0,1,1
9,4,3,0,1
9,10,1,3,1
5,1,5,2,0
3,2,1,0,0
1,7,0,2,0
0,3,1,0,0
6,5,7,2,0
9,8,2,2,0
4,4,3,1,0
13,8,2,4,1
2,2,3,1,0
1,3,1,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
1,0,1,0,0
1,3,0,0,0
0,0,0,0,0
1,0,1,0,0
