m,f
378,376
275,292
110,102
28,27
0,0
15,27
29,32
1,0
4,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
27,17
48,44
20,20
1,2
35,33
26,28
49,75
98,91
43,51
13,9
24,36
57,68
42,48
89,92
2,4
36,22
31,45
61,55
6,8
8,13
30,34
38,55
2,3
0,0
27,34
0,0
1,1
5,6
