0,1,2,3,4,5,6,7,8,9
43,83,85,194,186,64,89,63,25,22
8,16,21,42,33,14,23,17,6,4
17,37,31,76,68,27,44,20,10,16
10,18,11,45,44,12,18,12,10,2
4,4,7,27,17,6,13,3,5,3
0,2,4,8,8,0,0,2,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,3,1,0,0,0,0,0
1,1,2,3,1,1,4,0,0,0
1,2,1,2,0,0,0,0,1,1
3,7,6,6,9,4,6,3,1,1
3,5,10,23,19,7,14,2,2,1
9,14,14,36,26,7,20,12,4,0
6,19,10,35,41,13,18,16,3,3
17,21,22,43,46,16,18,18,9,6
10,22,28,68,50,26,23,13,4,1
9,11,16,35,37,11,13,11,3,4
7,7,2,25,29,6,5,3,2,1
6,9,7,20,15,7,8,2,5,2
0,1,0,0,1,0,1,0,0,0
2,3,3,15,15,2,9,5,4,0
0,1,0,2,2,0,0,0,0,0
2,8,6,14,14,3,7,4,5,2
4,7,16,15,20,7,7,3,1,3
5,7,3,20,18,2,11,1,2,0
0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,1,3,1,4,3,0,0,0
2,6,6,14,10,5,6,4,0,0
5,14,6,21,14,4,13,5,1,0
1,3,2,5,9,1,2,6,3,0
0,0,0,0,1,0,0,0,0,0
