m,f
0,0
0,0
0,0
0,0
179,191
119,132
187,188
89,88
11,15
70,79
40,43
2,3
2,4
4,4
3,3
29,37
4,5
2,2
6,4
18,24
5,8
15,17
25,31
24,26
37,36
29,37
29,18
34,41
62,60
64,86
78,102
102,100
43,41
9,10
2,4
4,5
0,3
3,1
3,1
5,4
4,11
20,22
22,19
18,24
13,25
58,50
41,45
39,37
46,67
31,36
36,26
24,37
