0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
246,158,65,19,6
129,81,32,6,3
95,75,35,7,0
91,52,37,9,2
85,70,22,4,1
40,15,8,2,0
5,1,1,0,0
6,3,0,1,0
0,1,1,0,0
2,2,1,0,0
1,3,1,0,0
2,1,0,0,0
4,1,0,1,0
3,0,0,0,0
7,3,0,0,0
17,5,9,2,0
3,1,1,0,0
2,1,0,3,0
2,4,3,0,0
34,25,11,6,0
183,127,66,13,3
67,47,16,4,1
66,41,20,3,2
49,23,13,4,0
12,8,4,1,1
8,9,4,0,1
19,12,5,2,1
31,16,8,4,0
34,29,9,3,0
41,33,4,1,1
50,27,13,1,0
35,22,6,4,0
13,4,3,1,0
0,0,0,0,0
3,1,0,0,0
1,1,2,0,0
1,2,1,0,0
3,3,1,0,0
18,10,5,1,1
45,25,6,0,0
61,41,21,5,1
75,50,22,2,0
44,37,14,7,1
32,10,6,2,0
19,19,4,2,0
52,32,14,2,0
15,4,3,0,0
29,19,6,2,0
