0,1,2,3,4
287,192,97,24,4
97,57,30,11,2
177,108,54,14,6
245,171,84,27,6
87,65,19,6,4
7,5,0,0,0
12,10,0,2,1
11,6,2,1,1
1,0,1,1,1
0,0,2,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
5,1,4,0,0
2,1,0,0,0
6,3,1,0,0
2,1,1,1,1
2,0,1,0,0
3,3,0,1,1
0,1,0,0,0
0,2,2,0,0
4,2,1,1,0
0,3,0,0,0
0,0,0,0,0
5,2,0,0,0
1,0,0,0,0
0,0,0,1,0
4,2,1,0,0
4,4,2,1,0
22,6,3,3,1
52,30,10,5,0
90,75,14,9,1
50,32,25,3,1
173,113,62,11,1
21,16,4,1,0
84,62,17,5,0
50,33,12,3,0
60,32,23,6,2
7,8,5,0,0
52,35,16,3,0
37,19,11,5,0
40,31,19,5,0
22,13,5,2,0
35,21,15,5,1
4,4,2,0,0
5,7,3,1,1
32,19,12,5,1
18,11,7,1,0
12,6,6,1,0
3,1,3,0,0
2,2,2,0,0
