m,f
41,28
35,16
41,29
3,5
4,5
1,0
15,11
4,0
3,2
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
2,3
9,7
7,7
4,1
4,4
22,7
5,12
6,3
2,5
6,6
6,5
1,0
2,0
5,3
1,0
10,2
0,1
1,2
1,0
0,1
3,0
7,3
2,0
6,2
7,2
1,1
0,0
4,8
8,5
2,1
2,4
3,5
