0,1,2,3,4
40,40,11,8,4
18,21,14,5,6
16,8,3,0,0
10,7,7,1,1
1,3,3,2,1
0,0,0,0,0
6,5,0,1,0
8,3,8,0,0
4,6,1,1,0
1,0,0,0,0
1,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,2,1,0,0
11,8,6,1,1
4,2,1,2,0
2,1,1,0,0
11,3,1,1,0
0,0,0,0,0
0,0,0,0,0
2,0,1,0,0
10,1,2,1,0
5,5,1,0,0
2,1,4,2,0
4,5,1,1,0
5,1,0,0,1
9,7,4,5,0
11,6,2,2,1
7,6,2,0,0
9,5,4,3,1
5,6,3,0,1
1,0,0,0,0
2,1,1,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
