0,1,2,3,4,5,6,7,8,9
1,8,10,11,17,13,15,21,7,7
2,3,4,8,9,4,5,12,2,6
0,0,0,2,7,0,1,1,5,3
1,0,1,4,1,0,2,2,2,1
0,3,3,0,1,2,1,1,3,1
0,2,1,7,3,4,9,1,2,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0
0,1,0,3,1,0,1,1,1,1
0,1,0,2,2,0,0,2,2,4
1,0,0,3,4,3,4,5,2,4
0,2,1,1,3,1,2,5,1,4
0,2,2,4,5,2,8,3,4,1
0,1,2,4,3,0,7,2,2,1
1,1,0,4,4,2,0,2,1,3
0,1,0,0,1,0,0,0,1,0
1,1,0,3,5,3,0,3,0,0
0,0,1,1,0,0,1,0,0,0
0,0,0,2,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,1,0
0,0,0,1,0,1,1,1,0,0
0,0,0,0,2,0,0,1,1,0
0,0,2,1,6,2,1,0,0,4
0,1,1,3,1,1,1,1,0,0
0,0,2,0,7,0,2,4,1,0
0,0,0,0,1,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0
