0,1,2,3,4,5,6,7,8,9
0,0,0,5,3,4,5,7,0,2
1,1,3,5,6,5,12,5,2,5
1,5,3,7,14,9,4,9,9,7
1,7,5,13,11,5,12,13,3,7
2,3,0,6,3,3,0,0,2,2
0,1,2,0,4,0,0,1,1,2
0,0,0,1,1,0,0,0,0,1
0,0,0,1,1,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0
0,1,0,0,2,2,3,4,1,0
0,0,0,0,1,0,1,0,1,0
0,2,1,4,3,2,2,2,0,3
2,1,1,2,0,0,2,1,2,0
0,2,0,8,0,1,4,3,0,0
0,6,2,7,8,0,8,4,0,4
0,0,0,5,1,1,2,3,3,2
0,1,0,1,0,0,0,0,0,0
0,1,0,3,0,0,1,1,0,0
0,1,1,3,4,1,2,1,2,0
1,0,2,0,4,0,1,2,0,1
0,0,0,0,1,1,1,2,0,0
0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,4,1,0,2,0,0,0
0,1,0,2,1,2,3,1,2,0
0,0,0,1,1,0,0,0,1,0
1,0,0,2,0,0,1,1,1,0
0,0,0,0,1,1,1,1,0,1
0,0,1,2,3,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0
