0,1,2,3,4,5,6,7,8,9
0,1,0,0,1,1,1,1,0,1
1,1,3,4,7,5,4,5,3,4
1,1,2,6,9,2,16,7,5,9
0,3,1,5,12,3,10,6,3,3
3,0,4,13,10,2,6,6,4,6
0,1,0,2,1,1,1,0,1,0
0,1,1,0,1,2,4,5,3,1
0,0,0,2,1,1,1,4,1,6
0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,1,0
0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,0,0,0
0,0,1,1,1,1,2,1,2,1
0,1,0,1,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,3,1,0,0
1,1,0,3,2,0,1,0,0,0
1,1,0,2,3,1,1,2,0,1
0,0,0,1,6,0,1,2,3,0
0,1,1,5,4,0,4,2,0,0
0,1,1,1,3,0,2,1,4,1
0,0,5,5,2,1,2,3,0,1
0,0,1,1,3,0,4,2,3,1
0,1,0,2,5,1,0,1,0,0
0,0,0,0,0,0,0,1,0,0
0,2,1,5,7,1,2,3,2,3
0,0,0,2,0,1,1,2,0,0
0,2,1,2,2,3,5,2,2,1
0,1,0,2,1,1,4,2,1,0
0,0,2,1,2,0,3,1,0,0
0,0,1,2,2,1,1,1,1,0
0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0
