0,1,2,3,4,5,6,7,8,9
17,51,32,92,91,26,50,26,11,11
8,11,13,40,35,8,12,8,7,4
16,24,30,74,59,36,20,20,10,7
17,40,36,78,57,16,29,20,8,7
13,21,30,45,54,14,24,6,5,2
3,8,3,10,17,7,6,9,1,0
1,1,1,2,1,1,2,0,0,0
6,10,11,27,30,10,10,12,2,2
0,0,1,1,2,2,1,0,0,0
0,2,0,5,2,0,3,2,1,0
1,3,1,1,1,1,1,0,1,0
0,0,0,1,0,0,1,1,0,0
0,0,0,2,2,1,1,0,0,0
1,1,0,0,1,1,0,0,0,0
0,0,0,2,2,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,1,1,0,1,0
0,1,0,1,0,1,0,0,0,0
0,1,0,2,0,1,0,3,0,0
0,2,1,0,0,0,0,2,0,0
0,0,0,2,1,0,1,0,0,0
5,2,2,5,4,5,4,5,0,0
5,19,14,32,36,7,16,8,1,0
1,3,2,6,2,2,1,2,0,0
3,7,7,14,9,4,4,2,1,1
5,15,19,28,41,8,12,5,3,4
7,15,8,19,17,10,15,6,4,2
0,3,1,5,5,1,5,2,0,0
1,10,6,19,14,5,9,3,2,1
0,5,7,13,15,1,5,1,1,0
1,1,1,3,7,3,0,0,0,1
0,4,1,4,7,5,3,1,2,0
1,0,1,3,1,0,0,0,0,0
1,2,0,1,1,3,0,1,0,0
0,2,0,0,0,0,0,0,0,1
0,1,2,2,2,1,2,1,1,0
0,3,3,5,3,3,2,3,1,0
0,0,1,3,3,0,2,2,0,0
17,18,20,43,42,14,10,6,6,3
5,13,8,22,13,10,5,7,2,0
12,11,10,40,30,9,18,5,6,1
3,6,4,11,3,2,3,2,2,0
8,13,12,31,27,5,11,8,1,0
0,1,1,1,2,1,2,1,1,0
7,4,10,23,18,3,10,5,1,0
2,2,1,6,2,0,2,2,0,0
1,4,2,5,6,3,1,3,1,0
0,0,1,0,2,1,1,1,1,0
1,0,1,0,1,0,1,0,0,0
0,0,0,1,0,1,1,0,0,0
1,0,1,1,1,1,1,1,0,0
1,1,0,2,1,0,1,0,0,0
