0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,2,1,0,0
83,55,16,8,0
54,29,14,3,1
88,45,16,7,1
28,25,6,4,0
106,52,29,9,0
176,122,65,13,3
48,25,12,3,1
57,49,20,6,4
11,7,2,0,0
89,40,32,8,1
54,38,15,3,0
9,7,4,2,0
1,0,1,1,1
0,0,1,0,0
3,2,0,0,0
3,1,0,0,0
1,0,1,0,0
29,27,7,2,0
2,2,1,0,0
5,2,0,0,0
11,10,13,1,0
3,2,0,0,0
4,4,0,1,0
3,1,0,0,0
2,3,0,0,0
3,3,2,0,0
18,10,3,0,0
1,5,3,0,0
19,13,5,0,0
30,18,5,1,0
21,11,6,0,0
4,1,0,0,0
61,32,15,4,1
88,51,22,6,1
42,23,11,4,0
7,5,3,1,0
99,62,31,5,0
6,5,3,0,0
70,40,21,2,0
24,14,5,2,0
87,46,21,5,0
39,21,12,0,2
52,43,15,4,0
35,23,9,2,0
4,6,0,0,1
17,8,5,1,0
