m,f
306,332
245,286
48,42
84,94
63,70
29,30
10,13
2,4
4,1
9,11
5,6
0,1
4,3
4,3
5,3
2,4
5,4
6,3
5,5
5,3
7,2
5,5
2,3
28,30
7,5
37,51
5,2
6,4
9,5
60,70
28,23
111,153
50,51
31,34
33,45
39,38
32,38
58,82
30,47
34,43
27,35
21,23
2,3
6,4
13,16
1,4
4,3
2,2
25,26
22,18
6,8
5,4
