0,1,2,3,4,5,6,7,8,9,10
10,6,4,2,5,3,2,3,2,2,1
4,1,2,0,0,0,0,0,0,2,0
19,16,12,16,7,12,5,10,11,10,4
0,1,1,0,1,0,0,1,1,0,0
0,0,2,3,2,3,4,2,3,0,4
0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
3,1,2,3,1,0,0,0,0,0,0
1,4,0,0,1,1,0,0,1,0,0
10,1,5,5,4,1,0,1,0,5,1
3,8,1,1,1,7,0,0,4,0,0
15,0,2,2,5,1,0,6,0,4,0
0,3,1,0,1,2,0,1,1,0,4
0,0,0,1,1,0,0,4,2,7,1
0,0,1,0,0,1,0,0,0,0,3
0,0,0,0,0,0,2,3,0,2,0
0,0,0,0,0,0,1,1,0,1,0
0,0,0,0,0,0,8,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
3,0,0,0,4,0,0,0,3,0,0
0,0,2,3,0,0,0,0,0,1,0
9,1,0,0,5,1,0,1,7,3,1
0,5,4,6,0,0,0,0,0,1,0
10,0,0,0,1,1,0,5,4,1,0
0,4,5,2,0,0,0,0,0,0,2
0,0,0,0,0,3,2,2,3,2,0
0,5,1,0,1,0,1,0,0,0,1
0,0,0,0,0,3,3,0,0,1,0
0,0,0,0,1,0,0,0,0,0,3
0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
