m,f
28,12
4,5
74,48
0,5
12,11
1,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,6
4,4
17,16
13,12
17,18
9,4
5,11
4,1
6,1
0,3
5,3
0,0
5,0
0,0
0,0
0,1
0,0
1,0
0,0
1,0
1,0
4,6
2,4
16,12
8,8
14,8
6,7
5,7
8,1
5,2
3,1
2,0
0,0
