m,f
822,859
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,6
6,10
3,5
34,33
70,77
13,23
54,56
45,48
141,132
34,47
72,63
43,57
65,66
16,11
61,73
74,81
3,10
25,28
1,3
25,22
5,5
6,4
1,1
20,22
2,10
1,3
2,2
0,2
2,3
2,1
1,4
2,3
