0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,4,0,7,8,0,3,2,3,0
52,105,90,241,216,70,98,64,21,21
35,50,50,122,120,42,51,34,17,10
0,6,7,27,19,3,6,3,7,2
2,2,2,5,5,2,3,2,1,0
1,1,3,1,4,1,2,1,1,1
0,1,1,3,0,1,0,1,0,0
0,0,1,1,1,0,1,1,1,0
1,2,1,3,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0
0,1,0,1,1,0,1,1,0,0
0,0,1,1,0,1,1,0,0,0
0,2,0,1,2,0,1,1,0,0
0,2,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0
0,0,1,0,1,0,2,0,0,0
0,1,0,0,1,1,2,0,0,0
0,0,1,1,0,0,0,0,0,0
1,6,3,18,13,1,6,3,2,2
16,40,32,73,77,19,28,17,5,5
34,58,45,115,114,40,41,24,6,3
13,24,23,65,53,18,22,13,6,1
8,15,11,50,25,11,7,11,8,0
8,13,10,33,33,8,18,2,2,1
2,3,6,6,8,2,3,1,2,1
3,2,4,4,5,0,2,1,0,0
4,2,5,12,14,3,5,4,1,0
2,4,6,15,10,0,9,2,2,0
0,2,3,5,3,5,3,0,0,0
1,2,1,0,3,0,2,1,0,1
0,0,2,2,2,0,1,0,0,0
0,3,1,1,0,2,1,2,0,1
0,1,0,0,3,1,4,0,0,0
0,0,0,1,1,0,0,0,0,0
0,0,1,1,2,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0
1,1,0,1,2,0,0,0,1,0
2,0,0,2,2,1,0,0,0,0
4,5,0,7,5,1,2,1,0,0
12,23,16,42,51,12,11,8,3,0
20,32,35,71,54,20,23,14,6,1
9,30,22,46,41,10,11,4,4,3
10,23,20,62,57,10,23,8,4,0
17,22,13,51,44,14,18,8,2,3
