m,f
0,0
0,0
0,0
0,0
0,0
14,15
472,506
244,287
38,42
11,13
8,8
2,5
3,3
3,6
0,0
0,2
2,3
2,2
6,1
1,4
0,0
1,0
4,0
4,1
1,1
28,27
133,179
238,242
102,136
64,82
59,69
17,17
13,8
29,21
25,25
6,15
4,7
4,3
5,6
5,4
1,1
4,2
1,0
3,0
3,3
2,5
11,14
84,94
115,161
87,93
112,105
86,106
